wave	var	page	description	labels	depends_on	section	source
11-year follow-up (adult/parent report)	F055_5	28	measles	1. yes | 2. no | 99. not answered | Depending on F055_5			extracted
11-year follow-up (adult/parent report)	F055_5A	28		1. 0 years | 2. 1 year | 3. 2 years | 4. 3 years | 5. 4 years | 6. 5 years | 7. 6 years			extracted
11-year follow-up (adult/parent report)	F055_6	29	three-day-fever	1. yes | 2. no | 99. not answered | Depending on F055_6			extracted
11-year follow-up (adult/parent report)	F055_6A	29		1. 0 years | 2. 1 year | 3. 2 years | 4. 3 years | 5. 4 years | 6. 5 years | 7. 6 years | 8. 7 years | 9. 8 years | 10. 9 years | 11. 10 years | 12. 11 years | 13. 12 years | 14. 13 years | 15. don't know | 99. not answered | 100. not applicable			extracted
11-year follow-up (adult/parent report)	F055_7	29	fifth disease (parvovirus B19)	1. yes | 2. no | 99. not answered			extracted
11-year follow-up (adult/parent report)	F055_7A	30		1. 0 years | 2. 1 year | 3. 2 years | 4. 3 years | 5. 4 years | 6. 5 years | 7. 6 years | 8. 7 years | 9. 8 years | 10. 9 years | 11. 10 years | 12. 11 years | 13. 12 years | 14. 13 years | 15. don't know | 99. not answered | 100. not applicable			extracted
11-year follow-up (adult/parent report)	F056	30	In the past year - has [child name] had a cold?	1. yes | 2. no | 99. not answered			extracted
11-year follow-up (adult/parent report)	F057	30	How often did the cold last more than 3 consecutive days? Depending on F056	1. never | 2. 1-2 times | 3. 3-4 times | 4. 5-6 times | 5. more than 6 times | 6. it has almost been a chronic condition | 99. not answered | 100. not applicable			extracted
11-year follow-up (adult/parent report)	F058	30	In the past year, for how many days has [child name] been using a nasal spray?				extracted
11-year follow-up (adult/parent report)	F059	31	In the past year - has [child name] had influenza?	1. yes | 2. no | 99. not answered			extracted
11-year follow-up (adult/parent report)	F060	31	How often did the influenza last more than 3 consecutive days? Depending on F059	1. never | 2. 1-2 times | 3. 3-4 times | 4. 5-6 times | 5. more than 6 times | 99. not answered | 100. not applicable			extracted
11-year follow-up (adult/parent report)	F061	31	In the past year - has [child name] had pneumonia?	1. yes | 2. no | 99. not answered			extracted
11-year follow-up (adult/parent report)	F062	31	How often did the pneumonia last more than 3 consecutive days? Depending on F061	1. 1 time | 2. 2 times | 3. 3 times | 4. 4 times | 5. 5 times | 6. 6 times | 7. More than 6 times | 99. not answered | 100. not applicable			extracted
11-year follow-up (adult/parent report)	F063	31	Was the pneumonia diagnosed by a doctor?				extracted
11-year follow-up (adult/parent report)	F064	32	In how many cases was the pneumonia diagnosed by a doctor? Depending on F061 F062	1. 1-2 times | 2. 3-4 times | 3. 5-6 times | 4. More than 6 times | 99. not answered | 100. not applicable			extracted
11-year follow-up (adult/parent report)	F065	32	Did [child name] at any point receive treatment for pneumonia? Depending on F061	1. yes | 2. no | 99. not answered | 100. not applicable			extracted
11-year follow-up (adult/parent report)	F066	32	In the past year - has [child name] had tonsillitis?	1. yes | 2. no | 99. not answered			extracted
11-year follow-up (adult/parent report)	F067	32	How often did the tonsillitis last more than 3 consecutive days? Depending on F066	1. never | 2. 1-2 times | 3. 3-4 times | 4. 5-6 times | 5. more than 6 times | 99. not answered | 100. not applicable			extracted
11-year follow-up (adult/parent report)	F068	32	In the past year - has [child name] had conjunctivitis?	1. yes | 2. no | 99. not answered			extracted
11-year follow-up (adult/parent report)	F069	33	How often did the conjunctivitis last more than 3 consecutive days? Depending on F068	1. 1-2 times | 2. 3-4 times | 3. 5-6 times | 4. more than 6 times | 5. it has almost been a chronic condition | 99. not answered | 100. not applicable			extracted
11-year follow-up (adult/parent report)	F070	33	In the past year - has [child name] had herpes simplex?	1. yes | 2. no | 99. not answered			extracted
11-year follow-up (adult/parent report)	F071	33	How often did the herpes simplex last more than 3 consecutive days? Depending on F070	1. 1-2 times | 2. 3-4 times | 3. 5-6 times | 4. more than 6 times | 5. it has almost been a chronic condition | 99. not answered | 100. not applicable			extracted
11-year follow-up (adult/parent report)	F072	33	In the past year - has [child name] had diarrhea?	1. yes | 2. no | 99. not answered			extracted
11-year follow-up (adult/parent report)	F073	33	How often did the diarrhea last more than 3 consecutive days? Depending on F072	1. 1-2 times | 2. 3-4 times | 3. 5-6 times | 4. more than 6 times | 5. it has almost been a chronic condition | 99. not answered | 100. not applicable			extracted
11-year follow-up (adult/parent report)	F074	33	Has [child name] ever had urinary tract infection?	1. yes, 1-3 times			extracted
11-year follow-up (adult/parent report)	F075	34	Has [child name] ever had Otitis media?	1. yes, 1-3 times | 2. yes, more than 3 times | 3. no | 99. not answered			extracted
11-year follow-up (adult/parent report)	F076	34	Has [child name] ever had drainage [dræn] in the ear(s)? Engelsk navn for denne type operation? Depending on F075	1. yes, 1 time | 2. yes, 2 times | 3. yes, 3 or more times | 4. no | 99. not answered | 100. not applicable			extracted
11-year follow-up (adult/parent report)	F077	34	Has [child name] ever had a concussion?	1. yes, 1 time | 2. yes, 2 or more times | 3. no | 99. not answered			extracted
11-year follow-up (adult/parent report)	F078	34	Has [child name] ever broken an arm, leg, fingers or other?	1. yes, 1 time | 2. yes, 2 or more times | 3. no | 99. not answered			extracted
11-year follow-up (adult/parent report)	E079_1	34	finger				extracted
11-year follow-up (adult/parent report)	E079_2	34	hand/ wrists				extracted
11-year follow-up (adult/parent report)	E079_3	34	arm				extracted
11-year follow-up (adult/parent report)	E079_4	34	foot/ ankle				extracted
11-year follow-up (adult/parent report)	E079_5	34	leg				extracted
11-year follow-up (adult/parent report)	E079_6	34	collarbone				extracted
11-year follow-up (adult/parent report)	E079_7	34	ribs				extracted
11-year follow-up (adult/parent report)	E079_8	34	pelvis				extracted
11-year follow-up (adult/parent report)	E079_9	35	back/neck				extracted
11-year follow-up (adult/parent report)	E079_10	35	skull fracture				extracted
11-year follow-up (adult/parent report)	E079_11	35	other 1=yes, not answered=99, irrelevant=100				extracted
11-year follow-up (adult/parent report)	F080	35	Has [child name] ever had wheezing or whistling breathing?	1. yes | 2. no | 99. not answered			extracted
11-year follow-up (adult/parent report)	F081	35	Has [child name] ever had wheezing or whistling breathing during the past year? Depending on F080	1. yes | 2. no | 99. not answered | 100.irrelevant			extracted
11-year follow-up (adult/parent report)	F082	35	How many periods of wheezing has [child name]s had during the past year? Depending on F080 and F081	1. never | 2. 1 to 3 periods | 3. 4 to 12 periods | 4. 13 or more periods | 99. not answered | 100. not applicable			extracted
11-year follow-up (adult/parent report)	F083	35	How often (on average) has [child name]'s sleep been disturbed due to wheezing in the past year? Depending on F080 and F081	1. never | 2. less than1 night/week | 3. 1 or more nights/week | 99. not answered | 100. not applicable			extracted
11-year follow-up (adult/parent report)	F084	35	In the past year, has wheezing been severe enough to limit [child name] speech to only one or two words between breaths? Depending on F080 and F081	1. yes			extracted
11-year follow-up (adult/parent report)	F085	36	Has [child name] ever had asthma?	1. yes | 2. no | 99. not answered			extracted
11-year follow-up (adult/parent report)	F086	36	How old was [child name] when [child name] had [his/hers] first asthma attack? Depending on F085	1. 0 years | 2. 1 year | 3. 2 years | 4. 3 years | 5. 4 years | 6. 5 years | 7. 6 years | 8. 7 years | 9. 8 years | 10. 9 years | 11. 10 years | 12. 11 years | 13. 12 years | 14. 13 years | 99. not answered | 100. not applicable			extracted
11-year follow-up (adult/parent report)	F087	36	Has [child name] had an asthma attack in the past year? Depending on F085	1. yes | 2. no | 99. not answered | 100. not applicable			extracted
11-year follow-up (adult/parent report)	F088	36	How old was [child name] when [child name] had his/ her latest asthma attack? Depending on F085 F087	1. 0 years | 2. 1 year | 3. 2 years | 4. 3 years | 5. 4 years			extracted
11-year follow-up (adult/parent report)	F089	37	Has [child name]s breathing sounded wheezy during or after exercise in the past year?	1. yes | 2. no | 99. not answered			extracted
11-year follow-up (adult/parent report)	F090	37	Has [child name] had a dry cough at night, apart from a cough associated with a cold or a chest infection, in the past year?	1. yes | 2. no | 99. not answered			extracted
11-year follow-up (adult/parent report)	F091	37	Has [child name] been given medicine for [his/hers] wheezy breathing or asthma (e.g. inhalators, spray or pills) in the past year? Depending on F080 F085	1. yes | 2. no | 99. not answered | 100. not applicable			extracted
11-year follow-up (adult/parent report)	F092_1-4	37	What type of medicine has [child name] received? Depending on F080 F085 F091				range-header
11-year follow-up (adult/parent report)	F092_1	37	inhalations medicine				extracted
11-year follow-up (adult/parent report)	F092_2	37	tablets				extracted
11-year follow-up (adult/parent report)	F092_3	37	injections				extracted
11-year follow-up (adult/parent report)	F092_4	37	nature medicine 1=yes, not answered=99, irrelevant=100				extracted
11-year follow-up (adult/parent report)	F093_1-37	37	Inhalations medicine. You can mark the products your child has been given on the list one or more times Depending on F080 F085 F091 F092_1				range-header
11-year follow-up (adult/parent report)	F093_1	37	airomir				extracted
11-year follow-up (adult/parent report)	F093_2	37	aerobec				extracted
11-year follow-up (adult/parent report)	F093_3	37	asmanex, twisthaler				extracted
11-year follow-up (adult/parent report)	F093_4	37	atrovent				extracted
11-year follow-up (adult/parent report)	F093_5	38	beclomet easyhaler				extracted
11-year follow-up (adult/parent report)	F093_6	38	berodual				extracted
11-year follow-up (adult/parent report)	F093_7	38	bricany				extracted
11-year follow-up (adult/parent report)	F093_8	38	budesonid				extracted
11-year follow-up (adult/parent report)	F093_9	38	buvento easyhaler				extracted
11-year follow-up (adult/parent report)	F093_10	38	combivent				extracted
11-year follow-up (adult/parent report)	F093_11	38	delnil				extracted
11-year follow-up (adult/parent report)	F093_12	38	dracanyl turbohaler				extracted
11-year follow-up (adult/parent report)	F093_13	38	duovent				extracted
11-year follow-up (adult/parent report)	F093_14	38	flixotide				extracted
11-year follow-up (adult/parent report)	F093_15	38	foradil				extracted
11-year follow-up (adult/parent report)	F093_16	38	formo easyhaler				extracted
11-year follow-up (adult/parent report)	F093_17	38	giana easyhaler				extracted
11-year follow-up (adult/parent report)	F093_18	38	ipramol Steri-Neb				extracted
11-year follow-up (adult/parent report)	F093_19	38	ipratopiumbromid				extracted
11-year follow-up (adult/parent report)	F093_20	38	lomudal				extracted
11-year follow-up (adult/parent report)	F093_21	38	miflonide				extracted
11-year follow-up (adult/parent report)	F093_22	38	oxis turbohaler				extracted
11-year follow-up (adult/parent report)	F093_23	38	pilmicort turbohaler				extracted
11-year follow-up (adult/parent report)	F093_24	38	rilast forte turbohaler				extracted
11-year follow-up (adult/parent report)	F093_25	38	salamol				extracted
11-year follow-up (adult/parent report)	F093_26	38	salbutamol				extracted
11-year follow-up (adult/parent report)	F093_27	38	salbuvent				extracted
11-year follow-up (adult/parent report)	F093_28	38	seretide				extracted
11-year follow-up (adult/parent report)	F093_29	38	serevent				extracted
11-year follow-up (adult/parent report)	F093_30	38	sinestic				extracted
11-year follow-up (adult/parent report)	F093_31	38	spiriva				extracted
11-year follow-up (adult/parent report)	F093_32	38	spirocort turbohaler				extracted
11-year follow-up (adult/parent report)	F093_33	38	symbicort turbohaler				extracted
11-year follow-up (adult/parent report)	F093_34	38	terbasmin turbohaler				extracted
11-year follow-up (adult/parent report)	F093_35	38	tilade				extracted
11-year follow-up (adult/parent report)	F093_36	38	ventoline				extracted
11-year follow-up (adult/parent report)	F093_37	38	don't remember the name 1=yes, not answered=99, irrelevant=100				extracted
11-year follow-up (adult/parent report)	F094_1-11	38	Tablets. You can mark the products your child has been given on the list one or more times				range-header
11-year follow-up (adult/parent report)	F094_1	39	bambec				extracted
11-year follow-up (adult/parent report)	F094_2	39	hydrocortison				extracted
11-year follow-up (adult/parent report)	F094_3	39	nuelin retard				extracted
11-year follow-up (adult/parent report)	F094_4	39	medrol				extracted
11-year follow-up (adult/parent report)	F094_5	39	oxeol				extracted
11-year follow-up (adult/parent report)	F094_6	39	prednison				extracted
11-year follow-up (adult/parent report)	F094_7	39	singulair				extracted
11-year follow-up (adult/parent report)	F094_8	39	theo-dur				extracted
11-year follow-up (adult/parent report)	F094_9	39	unixan				extracted
11-year follow-up (adult/parent report)	F094_10	39	volmax				extracted
11-year follow-up (adult/parent report)	F094_11	39	don't remember the name 1=yes, not answered=99, irrelevant=100				extracted
11-year follow-up (adult/parent report)	F095_1-4	39	Injections. You can mark the products your child has been given on the list one or more times Depending on F080 F085 F091 F092_3				range-header
11-year follow-up (adult/parent report)	F095_1	39	solu-cortef				extracted
11-year follow-up (adult/parent report)	F095_2	39	solu-medrol				extracted
11-year follow-up (adult/parent report)	F095_3	39	teofylamin				extracted
11-year follow-up (adult/parent report)	F095_4	39	don't remember the name 1=yes, not answered=99, irrelevant=100 F095_1A- F095_4A How often has [child names] received these products? Depending on F080 F085 F091 F092_3 F095_1-F095_4	1. In connection to physical activity | 2. Per need | 3. regularly (every day in a period of maximum 2 months) | 99. not answered | 100. not applicable | At each preparation, it is possible to specify how often and in which context the | preparation was given to the child.			extracted
11-year follow-up (adult/parent report)	F096	39	Herbal medicine. You can mark the products your child has been given on the list one or more times				extracted
11-year follow-up (adult/parent report)	F096A	40	_____ other				extracted
11-year follow-up (adult/parent report)	F097	40	Has [child name] a peakflow-meter at home? Depending on F085	1. yes | 2. no | 99. not answered | 100. not applicable			extracted
11-year follow-up (adult/parent report)	F098	40	How many of [child name]s full siblings (biological) have ever had asthma? Depending on F085	1. has no full siblings | 2. 0 with asthma | 3. 1 with asthma | 4. 2 with asthma | 5. 3 with asthma | 6. 4 with asthma | 7. 5 or more with asthma | 99. not answered | 100. not applicable			extracted
11-year follow-up (adult/parent report)	F099	40	Has [child name] ever suffered from sneezing/ running or blocked nose, even though [child name] did not have a cold or an influenza?	1. yes | 2. no | 99. not answered			extracted
11-year follow-up (adult/parent report)	F100	40	In the past year has [child name] ever suffered from sneezing/ running or blocked nose, even though [child name] did not have a cold or an influenza? Depending on F099	1. yes | 2. no			extracted
11-year follow-up (adult/parent report)	F101_1-12	41	In which of the last 12 months had [child name] experienced such "nose problems"? Depending on F099 F100				range-header
11-year follow-up (adult/parent report)	F101_1	41	January				extracted
11-year follow-up (adult/parent report)	F101_2	41	February				extracted
11-year follow-up (adult/parent report)	F101_3	41	March				extracted
11-year follow-up (adult/parent report)	F101_4	41	April				extracted
11-year follow-up (adult/parent report)	F101_5	41	May				extracted
11-year follow-up (adult/parent report)	F101_6	41	June				extracted
11-year follow-up (adult/parent report)	F101_7	41	July				extracted
11-year follow-up (adult/parent report)	F101_8	41	August				extracted
11-year follow-up (adult/parent report)	F101_9	41	September				extracted
11-year follow-up (adult/parent report)	F101_10	41	October				extracted
11-year follow-up (adult/parent report)	F101_11	41	November				extracted
11-year follow-up (adult/parent report)	F101_12	41	December 1=yes, not answered=99, irrelevant=100				extracted
11-year follow-up (adult/parent report)	F102	41	How much does these "nose problems" affect [child names] daily tasks? Depending on F099 F100	1. not at all | 2. a little | 3. some | 4. very | 99. not answered | 100. not applicable			extracted
11-year follow-up (adult/parent report)	F103	41	Has [child name] at the same time as such "nose problems" suffered from itchy/ watery eyes in the past year? Depending on F099 F100	1. yes | 2. no | 99. not answered | 100. not applicable			extracted
11-year follow-up (adult/parent report)	F104	41	Has a doctor at any time said, that [child name] has hay fever?	1. yes | 2. no | 99. not answered			extracted
11-year follow-up (adult/parent report)	F105	42	Has [child name] ever been vaccinated to prevent or treat a "nose problem" or hay fever?	1. yes | 2. no | 99. not answered | 100. not applicable			extracted
11-year follow-up (adult/parent report)	F106	42	Has [child name] received any medicine against hay fever or running/blocked nose, when [child name] did not have a cold or influenza in the past year?	1. yes | 2. no | 99. not answered | (Can be skipped without being answered)			extracted
11-year follow-up (adult/parent report)	F107_1-4	42	What type of medicine has [child name] received? Depending on F106				range-header
11-year follow-up (adult/parent report)	F107_1	42	nasal spray				extracted
11-year follow-up (adult/parent report)	F107_2	42	eye drops				extracted
11-year follow-up (adult/parent report)	F107_3	42	tablets				extracted
11-year follow-up (adult/parent report)	F107_4	42	nature medicine 1=yes, not answered=99, irrelevant=100				extracted
11-year follow-up (adult/parent report)	F108_1-14	42	Nasal spray Depending on F106 107_1				range-header
11-year follow-up (adult/parent report)	F108_1	42	allergodil				extracted
11-year follow-up (adult/parent report)	F108_2	42	avamys				extracted
11-year follow-up (adult/parent report)	F108_3	42	econase				extracted
11-year follow-up (adult/parent report)	F108_4	42	flixonase				extracted
11-year follow-up (adult/parent report)	F108_5	42	fluticasonpropionat				extracted
11-year follow-up (adult/parent report)	F108_6	42	livostin				extracted
11-year follow-up (adult/parent report)	F108_7	42	lomudal				extracted
11-year follow-up (adult/parent report)	F108_8	42	nasacort				extracted
11-year follow-up (adult/parent report)	F108_9	42	nasomet				extracted
11-year follow-up (adult/parent report)	F108_10	42	nasonex				extracted
11-year follow-up (adult/parent report)	F108_11	42	rhinocort				extracted
11-year follow-up (adult/parent report)	F108_12	42	rhinosol				extracted
11-year follow-up (adult/parent report)	F108_13	42	zymelin				extracted
11-year follow-up (adult/parent report)	F108_14	42	don't remember the name 1=yes, not answered=99, irrelevant=100				extracted
11-year follow-up (adult/parent report)	F109_1-13	43	Eye drops Depending on F106 F107_2				range-header
11-year follow-up (adult/parent report)	F109_1	43	allergodil				extracted
11-year follow-up (adult/parent report)	F109_2	43	alomide				extracted
11-year follow-up (adult/parent report)	F109_3	43	ansal				extracted
11-year follow-up (adult/parent report)	F109_4	43	antistina-privin				extracted
11-year follow-up (adult/parent report)	F109_5	43	emadine				extracted
11-year follow-up (adult/parent report)	F109_6	43	lecrolyn				extracted
11-year follow-up (adult/parent report)	F109_7	43	livostin				extracted
11-year follow-up (adult/parent report)	F109_8	43	lomuda				extracted
11-year follow-up (adult/parent report)	F109_9	43	opatanol				extracted
11-year follow-up (adult/parent report)	F109_10	43	tilavist				extracted
11-year follow-up (adult/parent report)	F109_11	43	visine/visiclear				extracted
11-year follow-up (adult/parent report)	F109_12	43	zaditen				extracted
11-year follow-up (adult/parent report)	F109_13	43	don't remember navnet 1=yes, not answered=99, irrelevant=100 (Can be skipped without being answered) F109_1A-13A How often has [child names] received these products? Depending on F106 F107_2 F109_1-13	1. In connection to physical activity | 2. Per need | 3. regularly (every day in a period of maximum 2 months) | 99. not answered | 100. not applicable | At each preparation, it is possible to specify how often and in which context the | preparation was given to the child.			extracted
11-year follow-up (adult/parent report)	F110_1-26	43	Tablets Depending on F106 F107_3				range-header
11-year follow-up (adult/parent report)	F110_1	43	aerius				extracted
11-year follow-up (adult/parent report)	F110_2	43	alnok				extracted
11-year follow-up (adult/parent report)	F110_3	43	benaday				extracted
11-year follow-up (adult/parent report)	F110_4	43	benadryl				extracted
11-year follow-up (adult/parent report)	F110_5	43	cetirizin				extracted
11-year follow-up (adult/parent report)	F110_6	43	clarinase				extracted
11-year follow-up (adult/parent report)	F110_7	43	clarityn				extracted
11-year follow-up (adult/parent report)	F110_8	44	duact				extracted
11-year follow-up (adult/parent report)	F110_9	44	durfin				extracted
11-year follow-up (adult/parent report)	F110_10	44	kestine				extracted
11-year follow-up (adult/parent report)	F110_11	44	loratadin				extracted
11-year follow-up (adult/parent report)	F110_12	44	marzine				extracted
11-year follow-up (adult/parent report)	F110_13	44	mepyramin				extracted
11-year follow-up (adult/parent report)	F110_14	44	mildin				extracted
11-year follow-up (adult/parent report)	F110_15	44	nefoxef				extracted
11-year follow-up (adult/parent report)	F110_16	44	phenergan				extracted
11-year follow-up (adult/parent report)	F110_17	44	polaramin				extracted
11-year follow-up (adult/parent report)	F110_18	44	postafen				extracted
11-year follow-up (adult/parent report)	F110_19	44	prometazin				extracted
11-year follow-up (adult/parent report)	F110_20	44	sepan				extracted
11-year follow-up (adult/parent report)	F110_21	44	tavegyl				extracted
11-year follow-up (adult/parent report)	F110_22	44	telfast				extracted
11-year follow-up (adult/parent report)	F110_23	44	vialerg				extracted
11-year follow-up (adult/parent report)	F110_24	44	xyzal				extracted
11-year follow-up (adult/parent report)	F110_25	44	zyrtec				extracted
11-year follow-up (adult/parent report)	F110_26	44	don't remember navnet 1=yes, not answered=99, irrelevant=100				extracted
11-year follow-up (adult/parent report)	F111	44	Nature medicine Depending on F106 F107_4	1. yes, but I don't know the name | 2. yes, name of preparation | 3. no | 99. not answered | 100. not applicable			extracted
11-year follow-up (adult/parent report)	F111A	45	_______name of product				extracted
11-year follow-up (adult/parent report)	F112	45	Has [child name] ever had an itchy rash, which came and went in a period of least 6 months?	1. yes | 2. no | 99. not answered			extracted
11-year follow-up (adult/parent report)	F113	45	Has [child name] had this itchy rash during the last 12 months? Depending on F112	1. yes | 2. no | 99. not answered | 100. not relevant			extracted
11-year follow-up (adult/parent report)	F114	45	Has [child name] got any treatment against an itchy rash in the past year? Depending on F113	1. yes | 2. no | 99. not answered | 100. not relevant			extracted
11-year follow-up (adult/parent report)	F115_1-29	45	What medicine has [child name] received? Choose one or more preparations which your child has received one or more times (Cream - ointment - foam - shampoo) Depending on F113 F114				range-header
11-year follow-up (adult/parent report)	F115_1	45	benovat				extracted
11-year follow-up (adult/parent report)	F115_2	45	bettamousse				extracted
11-year follow-up (adult/parent report)	F115_3	45	brentacort				extracted
11-year follow-up (adult/parent report)	F115_4	45	celestonvalerat				extracted
11-year follow-up (adult/parent report)	F115_5	45	clobex				extracted
11-year follow-up (adult/parent report)	F115_6	45	clotrason				extracted
11-year follow-up (adult/parent report)	F115_7	45	cutivat				extracted
11-year follow-up (adult/parent report)	F115_8	45	dermovat				extracted
11-year follow-up (adult/parent report)	F115_9	45	diproderm				extracted
11-year follow-up (adult/parent report)	F115_10	45	diprolen				extracted
11-year follow-up (adult/parent report)	F115_11	45	diprosalic				extracted
11-year follow-up (adult/parent report)	F115_12	45	elidel				extracted
11-year follow-up (adult/parent report)	F115_13	45	elocom				extracted
11-year follow-up (adult/parent report)	F115_14	45	elocon				extracted
11-year follow-up (adult/parent report)	F115_15	46	emovat				extracted
11-year follow-up (adult/parent report)	F115_16	46	fucicort				extracted
11-year follow-up (adult/parent report)	F115_17	46	fucidin- hydrocorticon				extracted
11-year follow-up (adult/parent report)	F115_18	46	hydrocorticon				extracted
11-year follow-up (adult/parent report)	F115_19	46	ibaril				extracted
11-year follow-up (adult/parent report)	F115_20	46	inotyol				extracted
11-year follow-up (adult/parent report)	F115_21	46	kenaland				extracted
11-year follow-up (adult/parent report)	F115_22	46	locoid				extracted
11-year follow-up (adult/parent report)	F115_23	46	locoidol				extracted
11-year follow-up (adult/parent report)	F115_24	46	metosyn				extracted
11-year follow-up (adult/parent report)	F115_25	46	mildison lipid				extracted
11-year follow-up (adult/parent report)	F115_26	46	previsone				extracted
11-year follow-up (adult/parent report)	F115_27	46	protopic				extracted
11-year follow-up (adult/parent report)	F115_28	46	synalar				extracted
11-year follow-up (adult/parent report)	F115_29	46	don't remember navnet 1=yes, not answered=99, irrelevant=100 (Can be skipped without being answered) F115_1A-29A How often has [child names] received these products? Depending on F113 F114 F115_1-29	1. In connection to physical activity | 2. Per need | 3. regularly (every day in a period of maximum 2 months) | 99. not answered | 100. not applicable | At each preparation, it is possible to specify how often and in which context the | preparation was given to the child.			extracted
11-year follow-up (adult/parent report)	F116	46	Nature medicine Depending on F113 F114	1. yes, but I don't know the name | 2. yes, name of products | 3. no | 99. not answered | 100. not applicable | (Can be skipped without being answered) | Depending on F113 F114 F116			extracted
11-year follow-up (adult/parent report)	F116A	46	_______name of products				extracted
11-year follow-up (adult/parent report)	F117	46	Has the itchy rash ever affected one or more of these areas: The folds of the elbows, behind the knees, in front of the ankles, under the buttocks, or around the neck, ears or eyes? Depending on F113	1. yes			extracted
11-year follow-up (adult/parent report)	F118	47	Has the rash cleared completely at any time during the last 12 months? Depending on F113	1. yes | 2. no | 99. not answered | 100. not relevant			extracted
11-year follow-up (adult/parent report)	F119	47	How often in the past 12 months (in average) has [child name] been kept awake at night by this itchy rash? Depending on F113	1. never | 2. less than 1 night per week | 3. 1 or more nights per week | 99. not answered | 100. not relevant			extracted
11-year follow-up (adult/parent report)	F120	47	Has [child name] ever had eczema?	1. yes | 2. no | 99. not answered			extracted
11-year follow-up (adult/parent report)	F121	47	Does [child name] suffer from diabetes?	1. yes | 2. no | 99. not answered			extracted
11-year follow-up (adult/parent report)	F122	47	What type of diabetes? Depending on F121	1. Type 1 diabetes | 2. Type 2 diabetes | 99. not answered | 100. not applicable			extracted
11-year follow-up (adult/parent report)	F123	47	Has [child name] gluten intolerance (coeliac disease)?				extracted
11-year follow-up (adult/parent report)	F124_1-5	48	Has [child name] for a period of more than 1 month been on one of the following medications?				range-header
11-year follow-up (adult/parent report)	F124_1	48	Ritalin				extracted
11-year follow-up (adult/parent report)	F124_2	48	Anti-depressant (SSRI)				extracted
11-year follow-up (adult/parent report)	F124_3	48	Soothing/sleep medicine				extracted
11-year follow-up (adult/parent report)	F124_4	48	Medicine for migraine, preventive				extracted
11-year follow-up (adult/parent report)	F124_5	48	Medicine for migraine, when having an attack 1=yes, 2= no, not answered=99				extracted
11-year follow-up (adult/parent report)	F125	48	When or if [child name] is in pain, will [he/she] receive over-the-counter painkillers?	1. yes | 2. no | 99. not answered			extracted
11-year follow-up (adult/parent report)	F126_1-4	48	Which? You can tick off more than one. Depending on F125				range-header
11-year follow-up (adult/parent report)	F126_1	48	Panodil, pamol or pinex (paracetamol)				extracted
11-year follow-up (adult/parent report)	F126_2	48	kodimagnyl, treo or aspirin (acetylsalicylic acid)				extracted
11-year follow-up (adult/parent report)	F126_3	48	Ipren, ibuprofen, brufen or ibumetin (ibuprofen)				extracted
11-year follow-up (adult/parent report)	F126_4	48	other 1=yes, not answered=99, irrelevant=100				extracted
11-year follow-up (adult/parent report)	F127	48	Does [child name] suffer from impaired vision?	1. yes | 2. maybe/it is suspected | 3. no | 99. not answered			extracted
11-year follow-up (adult/parent report)	F128	48	On which eye/eyes is/are [child name]'s vision impaired? Depending on F127	1. left eye			extracted
11-year follow-up (adult/parent report)	F129	49	Do you know the reason for [child name] vision being impaired? Depending on F127	1. yes | 2. no | 99. not answered | 100. irrelevant | (Can be skipped without being answered)			extracted
11-year follow-up (adult/parent report)	F130_1-7	49	What is the reason that [child name]'s vision being impaired? Depending on F127 F129				range-header
11-year follow-up (adult/parent report)	F130_1	49	an early birth (ROP)				extracted
11-year follow-up (adult/parent report)	F130_2	49	birth injury (lack of oxygen, cerebral hemorrhage)				extracted
11-year follow-up (adult/parent report)	F130_3	49	strabismus				extracted
11-year follow-up (adult/parent report)	F130_4	49	congenital cataracts				extracted
11-year follow-up (adult/parent report)	F130_5	49	nearsighted				extracted
11-year follow-up (adult/parent report)	F130_6	49	farsighted				extracted
11-year follow-up (adult/parent report)	F130_7	49	other 1=yes, not answered=99, irrelevant=100 (Can be skipped without being answered)				extracted
11-year follow-up (adult/parent report)	F130_7A	49	________other				extracted
11-year follow-up (adult/parent report)	F131	49	Does [child name] use glasses? Depending on F127	1. yes | 2. no | 99. not answered | 100.irrelevant			extracted
11-year follow-up (adult/parent report)	F132	49	Does [child name] use contact lenses? Depending on F127 F131	1. yes | 2. no (unless yes in131) | 99. not answered | 100. irrelevant			extracted
11-year follow-up (adult/parent report)	F133	49	Is [child name]'s vision normal, when [child name] is wearing glasses/contact lenses? Depending on F127 F131 F132	1. yes | 2. no | 99. not answered			extracted
11-year follow-up (adult/parent report)	F134	50	Does [child name] suffer from impaired hearing?	1. yes | 2. maybe/it is suspected | 3. no | 99. not answered			extracted
11-year follow-up (adult/parent report)	F135	50	On which ear(s) is [child names] hearing impaired? Depending on F134	1. left ear | 2. right ear | 3. both ears | 99. not answered | 100. not applicable			extracted
11-year follow-up (adult/parent report)	F136	50	Has [child name] been treated for hearing impairment? Depending on F134	1. yes, with hearing aid | 2. yes, with other treatment | 3. no | 99. not answered | 100. not applicable | (Can be skipped without being answered)			extracted
11-year follow-up (adult/parent report)	F136A	50	_______ What treatment?				extracted
11-year follow-up (adult/parent report)	F137	50	Is there ever someone who thought that [child name] had a speech impairment?	1. yes | 2. no | 99. not answered			extracted
